id_venda,id_produto,data_venda,qtd,valor_venda_reais,custo_usd,taxa_cambio,custo_reais,lucro_prejuizo,prejuizo
94,90,2023-08-02,8,632779.0,14083.78,5.0,70418.90000000001,562360.1,0.0
95,131,2024-12-17,12,11563.0,175.62,5.0,878.1,10684.9,0.0
96,82,2023-08-22,8,392418.4,9770.29,5.0,48851.450000000004,343566.95,0.0
97,48,2024-09-18,2,29473.0,2605.99,5.0,13029.949999999999,16443.050000000003,0.0
98,142,2024-02-13,2,1570.35,169.88,5.0,849.4,720.9499999999999,0.0
99,81,2024-01-06,9,1099336.0,23345.09,5.0,116725.45,982610.55,0.0
100,93,2023-01-21,4,381812.6,19409.47,5.0,97047.35,284765.25,0.0
101,47,2024-07-04,8,48984.0,1116.66,5.0,5583.3,43400.7,0.0
102,67,2024-02-02,9,733495.95,16720.73,5.0,83603.65,649892.2999999999,0.0
103,146,2023-04-12,5,2356.0,99.02,5.0,495.09999999999997,1860.9,0.0
104,24,2024-03-02,11,242776.3,4129.65,5.0,20648.25,222128.05,0.0
105,77,2023-10-31,6,254816.6,8959.75,5.0,44798.75,210017.85,0.0
106,143,2023-03-29,8,35491.0,845.69,5.0,4228.450000000001,31262.55,0.0
107,98,2024-08-10,8,634889.0,15850.04,5.0,79250.20000000001,555638.8,0.0
108,139,2023-01-19,6,8121.55,246.89,5.0,1234.4499999999998,6887.1,0.0
109,96,2024-09-18,7,494346.0,14776.4,5.0,73882.0,420464.0,0.0
110,148,2024-10-27,8,38284.0,885.1,5.0,4425.5,33858.5,0.0
111,32,2023-03-06,10,125025.0,2585.66,5.0,12928.3,112096.7,0.0
112,100,2024-11-12,9,894331.9,19807.28,5.0,99036.4,795295.5,0.0
113,28,2024-06-12,9,121910.65,2776.74,5.0,13883.699999999999,108026.95,0.0
114,75,2023-05-03,5,163842.0,6193.58,5.0,30967.9,132874.1,0.0
115,85,2023-10-08,1,36650.05,7499.89,5.0,37499.450000000004,-849.4000000000015,849.4000000000015
116,130,2023-03-19,3,11810.4,749.89,5.0,3749.45,8060.95,0.0
117,18,2023-06-03,3,75731.15,4834.43,5.0,24172.15,51558.99999999999,0.0
118,122,2023-07-22,10,13225.0,270.21,5.0,1351.05,11873.95,0.0
119,80,2023-08-04,1,129224.0,24177.04,5.0,120885.20000000001,8338.799999999988,0.0
120,81,2023-06-17,15,1832227.0,23345.09,5.0,116725.45,1715501.55,0.0
121,132,2024-02-14,13,20319.0,276.61,5.0,1383.0500000000002,18935.95,0.0
122,128,2023-03-09,10,44181.65,853.09,5.0,4265.45,39916.200000000004,0.0
123,106,2023-06-15,6,24993.55,837.06,5.0,4185.299999999999,20808.25,0.0
124,43,2023-05-18,3,105291.0,6219.32,5.0,31096.6,74194.4,0.0
125,112,2024-08-23,11,23990.0,406.44,5.0,2032.2,21957.8,0.0
126,80,2024-07-14,5,613813.05,24177.04,5.0,120885.20000000001,492927.85000000003,0.0
127,55,2024-02-09,7,769910.0,22138.68,5.0,110693.4,659216.6,0.0
128,53,2023-03-24,14,751450.0,10045.86,5.0,50229.3,701220.7,0.0
129,82,2024-02-26,11,567974.0,9770.29,5.0,48851.450000000004,519122.55,0.0
130,123,2024-12-18,2,5554.0,458.99,5.0,2294.95,3259.05,0.0
132,5,2024-10-15,12,284028.0,4327.37,5.0,21636.85,262391.15,0.0
133,122,2024-11-13,2,2512.75,271.3,5.0,1356.5,1156.25,0.0
134,18,2023-01-11,7,176706.65,4834.43,5.0,24172.15,152534.5,0.0
135,22,2024-09-26,11,433981.0,7630.67,5.0,38153.35,395827.65,0.0
136,70,2023-03-02,10,343554.0,6655.06,5.0,33275.3,310278.7,0.0
137,62,2024-11-14,5,511110.0,20000.78,5.0,100003.9,411106.1,0.0
138,86,2023-06-11,4,355388.35,17824.79,5.0,89123.95000000001,266264.39999999997,0.0
139,123,2024-12-22,1,2638.15,458.99,5.0,2294.95,343.2000000000003,0.0
140,83,2024-05-29,5,640318.05,35839.7,5.0,179198.5,461119.55000000005,0.0
141,127,2024-06-15,5,7359.65,296.24,5.0,1481.2,5878.45,0.0
142,34,2024-12-28,5,24588.0,951.66,5.0,4758.3,19829.7,0.0
143,142,2024-03-16,5,3925.4,169.88,5.0,849.4,3076.0,0.0
144,116,2024-01-15,4,10302.0,502.24,5.0,2511.2,7790.8,0.0
145,122,2023-10-16,12,15076.5,271.3,5.0,1356.5,13720.0,0.0
146,70,2023-12-26,10,343554.0,6655.06,5.0,33275.3,310278.7,0.0
147,129,2023-07-01,1,3102.7,598.62,5.0,2993.1,109.59999999999991,0.0
148,111,2024-09-06,15,61064.1,860.37,5.0,4301.85,56762.25,0.0
149,57,2024-07-13,1,112851.45,23810.02,5.0,119050.1,-6198.650000000009,6198.650000000009
150,114,2024-04-06,13,9871.45,152.46,5.0,762.3000000000001,9109.150000000001,0.0
151,39,2023-12-15,6,177797.0,5270.87,5.0,26354.35,151442.65,0.0
152,82,2023-06-06,8,413072.0,9770.29,5.0,48851.450000000004,364220.55,0.0
153,30,2023-12-30,11,336990.65,6558.44,5.0,32792.2,304198.45,0.0
154,137,2024-02-17,10,32162.25,619.79,5.0,3098.95,29063.3,0.0
155,21,2024-06-22,9,78611.0,1689.08,5.0,8445.4,70165.6,0.0
156,44,2024-10-22,13,133464.55,2159.34,5.0,10796.7,122667.84999999999,0.0
157,17,2024-04-24,1,13337.05,2833.14,5.0,14165.699999999999,-828.6499999999996,828.6499999999996
158,138,2024-11-27,5,19869.25,836.88,5.0,4184.4,15684.85,0.0
159,66,2024-07-03,15,188574.0,2360.29,5.0,11801.45,176772.55,0.0
160,121,2023-05-27,11,40637.0,746.8,5.0,3734.0,36903.0,0.0
161,126,2024-09-09,8,21416.0,467.05,5.0,2335.25,19080.75,0.0
162,147,2024-06-25,15,43178.45,592.19,5.0,2960.9500000000003,40217.5,0.0
163,70,2023-03-09,7,228463.6,6655.06,5.0,33275.3,195188.3,0.0
164,9,2023-09-14,5,198528.0,7933.96,5.0,39669.8,158858.2,0.0
165,27,2023-12-28,8,125487.4,3051.23,5.0,15256.15,110231.25,0.0
166,111,2023-02-17,2,8570.0,821.82,5.0,4109.1,4460.9,0.0
167,122,2024-08-22,11,13819.65,271.3,5.0,1356.5,12463.15,0.0
168,7,2024-10-05,6,111257.35,3678.62,5.0,18393.1,92864.25,0.0
169,101,2023-01-24,2,927.0,87.95,5.0,439.75,487.25,0.0
170,116,2023-12-30,1,2576.0,502.24,5.0,2511.2,64.80000000000018,0.0
171,24,2023-12-22,12,278786.0,4129.65,5.0,20648.25,258137.75,0.0
172,123,2023-07-26,13,34296.9,535.37,5.0,2676.85,31620.050000000003,0.0
173,131,2023-07-25,1,964.0,196.2,5.0,981.0,-17.0,17.0
174,16,2023-01-09,6,180036.0,5615.94,5.0,28079.699999999997,151956.3,0.0
175,88,2023-01-28,6,275518.05,8866.48,5.0,44332.399999999994,231185.65,0.0
176,124,2024-11-14,12,45239.0,665.23,5.0,3326.15,41912.85,0.0
177,69,2023-03-11,4,181060.0,8542.02,5.0,42710.100000000006,138349.9,0.0
178,143,2023-07-10,6,25288.05,896.83,5.0,4484.150000000001,20803.899999999998,0.0
179,76,2024-09-27,14,1971036.25,26819.81,5.0,134099.05000000002,1836937.2,0.0
180,38,2024-05-16,2,52922.0,5439.42,5.0,27197.1,25724.9,0.0
181,127,2023-02-02,11,16190.85,293.17,5.0,1465.8500000000001,14725.0,0.0
182,115,2023-09-06,5,4153.0,160.69,5.0,803.45,3349.55,0.0
183,80,2023-04-26,9,1163015.0,24177.04,5.0,120885.20000000001,1042129.8,0.0
184,7,2024-03-31,3,55628.2,3678.62,5.0,18393.1,37235.1,0.0
185,27,2023-01-09,7,115580.0,3051.23,5.0,15256.15,100323.85,0.0
186,7,2023-06-23,10,185428.6,3678.62,5.0,18393.1,167035.5,0.0
187,80,2024-09-01,2,245525.6,24177.04,5.0,120885.20000000001,124640.4,0.0
188,117,2024-02-07,10,41030.0,823.4,5.0,4117.0,36913.0,0.0
190,138,2023-12-18,8,31790.8,836.88,5.0,4184.4,27606.4,0.0
191,101,2024-11-24,11,5097.0,82.96,5.0,414.79999999999995,4682.2,0.0
192,148,2024-01-26,9,40916.5,979.78,5.0,4898.9,36017.6,0.0
193,144,2024-03-01,6,12620.75,422.52,5.0,2112.6,10508.15,0.0
194,52,2024-06-07,6,82225.0,2634.69,5.0,13173.45,69051.55,0.0
195,81,2023-06-24,14,1710079.0,23345.09,5.0,116725.45,1593353.55,0.0
196,74,2023-12-26,9,779027.0,17160.36,5.0,85801.8,693225.2,0.0
197,83,2024-01-29,12,1536764.65,35839.7,5.0,179198.5,1357566.15,0.0
198,106,2023-11-14,10,43849.0,918.37,5.0,4591.85,39257.15,0.0
199,99,2023-10-31,11,1120936.35,21330.89,5.0,106654.45,1014281.9000000001,0.0
200,44,2023-10-20,7,71865.6,1963.02,5.0,9815.1,62050.50000000001,0.0
201,79,2023-03-24,11,727615.0,11724.63,5.0,58623.149999999994,668991.85,0.0
202,57,2023-11-05,8,950325.0,22497.79,5.0,112488.95000000001,837836.05,0.0
203,18,2023-01-18,3,79717.0,4834.43,5.0,24172.15,55544.85,0.0
204,138,2024-08-24,8,31790.8,836.88,5.0,4184.4,27606.4,0.0
205,119,2023-09-25,9,27836.9,669.88,5.0,3349.4,24487.5,0.0
206,124,2024-08-30,8,28651.05,665.23,5.0,3326.15,25324.899999999998,0.0
207,51,2024-01-09,15,914265.75,12243.38,5.0,61216.899999999994,853048.85,0.0
208,74,2024-07-21,3,259676.0,17160.36,5.0,85801.8,173874.2,0.0
209,15,2024-09-11,10,278998.0,5267.98,5.0,26339.899999999998,252658.1,0.0
210,18,2024-04-02,12,302925.55,5265.1,5.0,26325.5,276600.05,0.0
211,108,2023-08-31,14,44496.1,653.47,5.0,3267.3500000000004,41228.75,0.0
212,9,2023-02-23,4,150880.9,7933.96,5.0,39669.8,111211.09999999999,0.0
213,35,2023-08-27,8,88044.0,2106.85,5.0,10534.25,77509.75,0.0
214,66,2023-11-15,7,83600.95,2360.29,5.0,11801.45,71799.5,0.0
215,144,2023-09-16,13,28784.0,422.52,5.0,2112.6,26671.4,0.0
216,55,2024-08-09,3,313463.9,22138.68,5.0,110693.4,202770.50000000003,0.0
217,112,2023-10-19,13,26934.4,435.58,5.0,2177.9,24756.5,0.0
218,84,2024-01-16,8,330021.45,8951.16,5.0,44755.8,285265.65,0.0
219,115,2023-02-11,14,11628.0,160.69,5.0,803.45,10824.55,0.0
220,23,2024-08-29,14,148675.95,2244.66,5.0,11223.3,137452.65000000002,0.0
221,104,2023-07-23,4,14852.0,742.54,5.0,3712.7,11139.3,0.0
222,116,2023-06-21,9,23180.0,502.24,5.0,2511.2,20668.8,0.0
223,125,2023-11-06,9,29088.05,646.27,5.0,3231.35,25856.7,0.0
224,34,2023-11-21,10,46716.25,1022.84,5.0,5114.2,41602.05,0.0
225,106,2023-09-03,14,58318.6,918.37,5.0,4591.85,53726.75,0.0
226,144,2024-09-14,13,27344.8,444.87,5.0,2224.35,25120.45,0.0
227,9,2024-11-18,6,238233.0,7258.64,5.0,36293.200000000004,201939.8,0.0
228,78,2024-01-24,6,730569.0,25349.04,5.0,126745.20000000001,603823.8,0.0
229,100,2023-07-17,4,418401.0,19807.28,5.0,99036.4,319364.6,0.0
230,78,2024-08-04,5,578367.6,24425.59,5.0,122127.95,456239.64999999997,0.0
231,16,2023-05-11,4,120024.0,5615.94,5.0,28079.699999999997,91944.3,0.0
232,144,2024-01-18,9,18930.65,422.52,5.0,2112.6,16818.050000000003,0.0
233,83,2023-06-05,4,539216.0,35839.7,5.0,179198.5,360017.5,0.0
234,22,2024-08-17,2,74960.7,7630.67,5.0,38153.35,36807.35,0.0
235,131,2024-07-28,2,1830.65,179.69,5.0,898.45,932.2,0.0
236,113,2023-01-08,10,41752.5,815.5,5.0,4077.5,37675.0,0.0
237,117,2024-03-23,14,57442.0,823.4,5.0,4117.0,53325.0,0.0
238,55,2024-04-17,4,417951.55,22138.68,5.0,110693.4,307258.15,0.0
239,28,2024-01-10,10,142586.0,2921.84,5.0,14609.2,127976.8,0.0
240,91,2023-04-21,10,1348860.0,26303.31,5.0,131516.55000000002,1217343.45,0.0
241,81,2023-11-28,5,610742.0,23345.09,5.0,116725.45,494016.55,0.0
242,132,2024-03-17,14,21882.0,314.46,5.0,1572.3,20309.7,0.0
243,98,2023-02-23,14,1055503.2,15262.93,5.0,76314.65,979188.5499999999,0.0
244,130,2024-07-17,10,41441.0,752.23,5.0,3761.15,37679.85,0.0
245,55,2024-07-10,7,769910.0,22138.68,5.0,110693.4,659216.6,0.0
246,137,2023-07-01,14,47397.0,619.79,5.0,3098.95,44298.05,0.0
247,22,2024-05-23,11,412281.95,7630.67,5.0,38153.35,374128.60000000003,0.0
248,103,2024-12-28,12,21470.0,326.91,5.0,1634.5500000000002,19835.45,0.0
249,67,2024-12-07,13,1115258.0,16720.73,5.0,83603.65,1031654.35,0.0
250,66,2023-12-01,14,167202.85,2360.29,5.0,11801.45,155401.4,0.0
252,70,2024-10-12,1,34355.0,6083.51,5.0,30417.550000000003,3937.449999999997,0.0
253,61,2024-03-15,14,392261.0,5396.92,5.0,26984.6,365276.4,0.0
254,5,2023-10-27,7,157398.85,4752.24,5.0,23761.199999999997,133637.65000000002,0.0
255,74,2023-09-21,9,740075.65,17160.36,5.0,85801.8,654273.85,0.0
256,130,2023-06-05,4,16576.0,749.89,5.0,3749.45,12826.55,0.0
257,124,2023-04-30,1,3581.5,725.63,5.0,3628.15,-46.65000000000009,46.65000000000009
258,7,2024-09-12,3,55628.2,3678.62,5.0,18393.1,37235.1,0.0
259,51,2023-11-27,5,320795.0,12243.38,5.0,61216.899999999994,259578.1,0.0
260,59,2024-01-03,1,87166.0,17882.07,5.0,89410.35,-2244.350000000006,2244.350000000006
261,130,2024-07-24,4,16576.0,752.23,5.0,3761.15,12814.85,0.0
262,65,2023-02-26,15,383366.0,5008.66,5.0,25043.3,358322.7,0.0
263,107,2024-11-29,2,2875.65,311.59,5.0,1557.9499999999998,1317.7000000000003,0.0
264,32,2024-01-24,12,142528.5,2562.61,5.0,12813.050000000001,129715.45,0.0
265,64,2024-01-12,12,1338067.0,21352.22,5.0,106761.1,1231305.9,0.0
266,16,2023-08-17,9,270054.0,5615.94,5.0,28079.699999999997,241974.3,0.0
267,101,2023-07-15,14,6488.0,96.64,5.0,483.2,6004.8,0.0
268,97,2024-11-09,5,676675.0,25607.88,5.0,128039.40000000001,548635.6,0.0
269,82,2024-06-13,8,413072.0,9770.29,5.0,48851.450000000004,364220.55,0.0
270,119,2024-09-16,12,39070.0,669.88,5.0,3349.4,35720.6,0.0
271,105,2023-08-20,15,4643.0,62.64,5.0,313.2,4329.8,0.0
272,106,2023-05-10,8,33325.05,837.06,5.0,4185.299999999999,29139.750000000004,0.0
273,143,2024-01-21,15,66546.0,896.83,5.0,4484.150000000001,62061.85,0.0
274,141,2024-07-14,9,43036.0,972.86,5.0,4864.3,38171.7,0.0
275,67,2024-02-25,6,514734.0,16720.73,5.0,83603.65,431130.35,0.0
276,110,2023-12-12,10,23707.25,476.03,5.0,2380.1499999999996,21327.1,0.0
277,55,2023-11-05,1,104487.65,23326.09,5.0,116630.45,-12142.800000000003,12142.800000000003
278,129,2023-02-21,1,3102.7,598.62,5.0,2993.1,109.59999999999991,0.0
279,71,2023-11-08,12,1562089.0,27484.92,5.0,137424.59999999998,1424664.4,0.0
280,62,2024-03-22,9,873998.1,20000.78,5.0,100003.9,773994.2,0.0
281,33,2023-09-04,13,87305.0,1268.8,5.0,6344.0,80961.0,0.0
282,130,2024-08-10,1,4144.0,752.23,5.0,3761.15,382.8499999999999,0.0
283,124,2023-02-10,10,35814.05,719.16,5.0,3595.7999999999997,32218.250000000004,0.0
284,85,2023-06-28,13,476446.85,7499.89,5.0,37499.450000000004,438947.39999999997,0.0
285,96,2024-12-26,5,335448.8,14776.4,5.0,73882.0,261566.8,0.0
286,35,2024-06-29,3,33017.0,2106.85,5.0,10534.25,22482.75,0.0
287,42,2023-11-05,5,28465.8,1263.57,5.0,6317.849999999999,22147.95,0.0
288,138,2024-08-10,2,7947.7,836.88,5.0,4184.4,3763.3,0.0
289,75,2024-02-03,8,262147.0,6193.58,5.0,30967.9,231179.1,0.0
290,79,2023-05-11,10,628394.6,11724.63,5.0,58623.149999999994,569771.45,0.0
291,107,2023-09-06,2,2875.65,295.48,5.0,1477.4,1398.25,0.0
292,74,2023-08-10,1,82231.05,17160.36,5.0,85801.8,-3570.75,3570.75
293,23,2023-03-14,13,138055.9,2108.74,5.0,10543.699999999999,127512.2,0.0
294,120,2023-05-10,9,28120.0,586.85,5.0,2934.25,25185.75,0.0
295,102,2023-09-07,12,9984.0,199.93,5.0,999.6500000000001,8984.35,0.0
296,89,2024-09-16,15,1180171.0,14122.53,5.0,70612.65000000001,1109558.35,0.0
297,4,2023-12-11,11,37201.0,692.14,5.0,3460.7,33740.3,0.0
298,98,2023-05-26,1,75392.95,15262.93,5.0,76314.65,-921.6999999999971,921.6999999999971
299,137,2024-11-15,6,20313.0,673.98,5.0,3369.9,16943.1,0.0
300,62,2024-08-05,1,102222.0,20000.78,5.0,100003.9,2218.100000000006,0.0
301,96,2024-10-23,10,706208.0,14776.4,5.0,73882.0,632326.0,0.0
302,74,2024-08-04,11,904536.8,17160.36,5.0,85801.8,818735.0,0.0
303,8,2023-09-01,9,44857.0,1006.07,5.0,5030.35,39826.65,0.0
304,35,2024-01-21,2,22011.0,2106.85,5.0,10534.25,11476.75,0.0
305,38,2024-02-19,12,317534.0,5439.42,5.0,27197.1,290336.9,0.0
306,70,2023-01-04,6,206133.0,6655.06,5.0,33275.3,172857.7,0.0
307,144,2023-07-19,4,8857.0,422.52,5.0,2112.6,6744.4,0.0
308,124,2023-12-26,3,11310.0,725.63,5.0,3628.15,7681.85,0.0
309,63,2023-09-23,13,1728477.5,27618.14,5.0,138090.7,1590386.8,0.0
310,110,2023-01-29,6,14224.35,476.03,5.0,2380.1499999999996,11844.2,0.0
311,29,2023-11-29,1,34684.5,7689.63,5.0,38448.15,-3763.6500000000015,3763.6500000000015
312,101,2024-08-31,12,5282.95,82.96,5.0,414.79999999999995,4868.15,0.0
313,12,2024-08-11,1,2589.7,481.53,5.0,2407.6499999999996,182.05000000000018,0.0
314,35,2023-05-09,11,121061.0,2106.85,5.0,10534.25,110526.75,0.0
315,137,2023-01-08,8,27084.0,619.79,5.0,3098.95,23985.05,0.0
316,94,2023-07-24,13,503272.95,8022.13,5.0,40110.65,463162.3,0.0
317,73,2024-10-06,12,1717919.0,26171.36,5.0,130856.8,1587062.2,0.0
318,97,2024-12-14,9,1218016.0,25607.88,5.0,128039.40000000001,1089976.6,0.0
319,16,2023-11-11,15,450090.0,5615.94,5.0,28079.699999999997,422010.3,0.0
320,45,2024-02-17,8,75268.5,1881.33,5.0,9406.65,65861.85,0.0
321,8,2024-10-01,7,34889.0,947.05,5.0,4735.25,30153.75,0.0
322,50,2024-05-21,15,160683.0,2378.45,5.0,11892.25,148790.75,0.0
323,106,2024-02-02,7,29159.3,918.37,5.0,4591.85,24567.449999999997,0.0
324,21,2023-04-17,5,43673.0,1674.22,5.0,8371.1,35301.9,0.0
325,130,2024-08-13,8,31495.35,752.23,5.0,3761.15,27734.199999999997,0.0
326,27,2023-05-06,15,247672.0,3051.23,5.0,15256.15,232415.85,0.0
327,60,2023-10-19,8,826508.55,22190.02,5.0,110950.1,715558.4500000001,0.0
328,78,2024-07-26,12,1388082.05,24425.59,5.0,122127.95,1265954.1,0.0
329,123,2024-11-30,1,2777.0,535.37,5.0,2676.85,100.15000000000009,0.0
331,97,2023-11-22,11,1488686.0,25607.88,5.0,128039.40000000001,1360646.6,0.0
332,26,2023-08-28,15,259248.0,3412.88,5.0,17064.4,242183.6,0.0
333,36,2023-05-08,6,128827.6,4221.25,5.0,21106.25,107721.35,0.0
334,86,2023-11-01,6,561139.0,17824.79,5.0,89123.95000000001,472015.05,0.0
